Row_Number,Person ID,Company ID,Company Name,Industry,Title,ICP_Codex_2,ICP_Claude_2,Manual_ICP,Manual_Reason
1154,54a7d1107468696de79fc552,54a1ac457468695475019106,Kalbian Hagerty LLP,Law Practice,Partner,Yes,No,Yes,Family office signal
1160,66f2c03a370aab00014e02dc,6356fe2801023c00e2cdbb2f,Indus Growth Fund,Investment Management,Founder & Managing Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1162,66fcc33a99aae60001b4656a,6550dcfd3214ec0001d47d24,Quilty Space,Research,Co-CEO & President,Yes,No,Yes,Private equity investment signal
1167,66f6425a39affd000128bf9b,56d9f450f3e5bb707c000075,Omne,Financial Services,Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1169,66fe90d02b33520001ae125a,54a1a22e7468695475846203,Gusrae Kaplan Nusbaum PLLC,Law Practice,Senior Partner,Yes,No,Yes,Family office signal
1170,54a624d07468692cf06442c5,54a1f1177468693825211d00,"Myslajek Kemp & Spencer, Ltd.",Accounting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1171,66f307212f6cf60001ccf0c6,5f49b4cf6d030b0001a3a219,Private Equity Info,Information Services,Founder & Managing Director,Yes,No,Yes,Private equity investment signal
1179,66ed7e1478e39b0001f0d04f,54a1297b69702d979c96b201,B.A. Harris,Accounting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1185,5b8be40e324d44507d14cb28,559220e873696418bc0d8400,NC Planning,Legal Services,Chief Executive Officer,Yes,No,Yes,Family office signal
1189,66f7db9beee1360001a33237,54a11af869702da425990500,Altimeter,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1192,67dc0fd4b3dca400011bf3dc,54a139e869702de5b3c47600,McKenna & Associates,Investment Management,Chief Executive Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1197,54a7111974686965d92f1c12,54a1a42374686945fa661604,"Samaha & Associates, Inc.",Financial Services,Partner/managing Consultant,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1213,66f32d99e0cc9900010f7a45,5b86f48e324d445cc03230fd,The London Fund,Financial Services,Founder,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1228,649392cb1f5ccd0001dfb527,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Administrative Partner And CFO,Yes,No,Yes,Private equity investment signal
1242,66f7056fa8927b0001876043,5ed842e33529790001f93e59,Exa Capital,Information Technology & Services,CEO & Founder,Yes,No,Yes,Private equity investment signal
1244,66fa8793f288490001a40ac6,556d97207369641217d04801,CIG Capital Advisors,Financial Services,Founder & Chief Executive Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1248,65150276632f410001cecfd3,54a1290669702dc841ca2301,"Cinco Energy Management Group, LLC",Oil & Energy,Founder,Yes,No,Yes,Private equity investment signal
1256,60c26b6968ae3e000112b1ab,5ee8c3dfeb15320104fa9eee,"Lord Capital, LLC",Investment Management,Chief Executive Officer,No,Yes,Yes,Explicit M&A advisory / broker signal
1262,66fa95d84baae60001cf7436,54a129c969702d8b19284702,Ropella 360,Staffing & Recruiting,"Vice President, Client Partnership Development",Yes,No,Yes,Family office signal
1263,55cb1e19f3e5bb0b8a09190c,54a11af869702da425990500,Altimeter,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1265,66f6946f1adccc00012f7283,54a129c969702d8b19284702,Ropella 360,Staffing & Recruiting,"VP, Client Partner",Yes,No,Yes,Family office signal
1270,6689dc5630ffb40001bf2e33,54a128f169702d9313a15f01,Cathedral Consulting,Management Consulting,Owner,Yes,No,Yes,Explicit M&A advisory / broker signal
1274,60b4ddd359a29a00010b8341,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Partner,Yes,No,Yes,Family office signal
1280,609d60d5576a2f0001d4662f,54a11cf769702d84c515d700,Advisors LLP,Law Practice,Partner,Yes,No,Yes,Family office signal
1283,66f68e551adccc00012d67df,54a1269b69702d8b197d6300,Liberty Advisor Group,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
1284,66f9c3d8d1c6fd000174341d,63709c0e0dae4a0001f6c90b,Corner Realty,Real Estate,Vice President Of Retail Brokerage,Yes,No,Yes,Explicit M&A advisory / broker signal
1300,66f5689f7dcff00001fa890d,61b077a313f4fb00017e6851,SUTKER MORAN,Management Consulting,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1304,57db280fa6da984bc06e7fc0,62626145cf955e00f59139d4,Seidler Equity Partners,Investment Management,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1310,66f39a3345063200014c057e,54a1298669702dc128bb6b01,ValueScope - a marshall & stevens company,Financial Services,Owner,No,Yes,Yes,Explicit M&A advisory / broker signal
1319,678d9e870bccbf00013e1558,54a135f369702d3170001501,"Jules and Associates, Inc.",Financial Services,CEO,No,Yes,Yes,Private equity investment signal
1340,68537e227c9eb200019f08b2,6132e2b7548e0100da2cd1e8,Guernsey Holdings,Food & Beverages,Founder & Chief Executive Officer,Yes,No,No,Insufficient explicit evidence for ICP fit
1344,66f7d9b0ae47ef000164f9f1,5569dc85736964254fdaa900,Hunter Taubman Fischer & Li LLC,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1345,61157dd13aa1c000015b68e4,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Client Service Partner,Yes,No,Yes,Family office signal
1346,67006f4984c86e0001d5a20a,54a2721774686930c2028923,Across Oceans Group,Management Consulting,Founder,Yes,No,Yes,Corporate buyer / corp dev acquisition signal
1351,614d998584a9380001d9e651,5d09a009f65125b2bb0e78dc,DWC - The 401(k) Experts,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1352,65179ea55ffe9d000136ae25,5e58250ef017340001f6c6c0,"emc CPAs, LLC",Financial Services,Audit Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1357,610e1351f7a49100018609e8,5f183da41675b1014cb0fd87,World Investments,Financial Services,Vice President / Chief Compliance Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1358,66fb40340ae2360001332981,6358a93deed152000175c6f2,SD Business Advisors,Management Consulting,Co-founder,Yes,No,Yes,Explicit M&A advisory / broker signal
1359,6819b2d3bde1bb0001b1a2de,54a128c469702d979cd14e01,Federman Steifman LLP,Law Practice,Managing Partner,Yes,No,Yes,Family office signal
1365,66fb0a6b5c8a970001f1967a,65cab90e3933d801c7a5551e,Lion Creek Real Estate Capital,Real Estate,Vice President,Yes,No,Yes,Private equity investment signal
1372,57dd583ca6da987b45603e21,6359876d98e2ec00cc5504f0,DOPE CFO Certified Advisors,Financial Services,Franchise Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1374,66fd4d19dd3bf20001844fb1,601b402e91c95b00a4c502b9,D.LUXURY BRANDS,Marketing & Advertising,Co-CEO & Managing Partner,Yes,No,Yes,Private equity investment signal
1386,66f6a6959c73770001109f6c,54a127df69702db648d2a100,Wilary Winn,Financial Services,Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1387,66ff5d2b607297000161d466,56d6e027f3e5bb117000045e,Renzenbrink & Partner,Law Practice,Freelance Transactional Lawyer Renzenbrink &. Partner,Yes,No,Yes,Family office signal
1389,66f4560a1c68540001271eea,5db12a02d890840001739e93,Fundamental Income,Real Estate,"Co-founder, Partner & CEO",No,Yes,No,Non-target industry
1413,66ed502d992a840001fe37c5,5569bcc8736964259cb98500,West to East Business Solutions,Financial Services,Founder & CEO,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1424,666e2c2001aba10001f234a6,5d652855f8a07b0946563a22,Finvisor,Financial Services,Partner & Client Success Manager,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1427,66f1aa543cdb710001a5e352,54a13c5669702db45d3ec101,BrandingBusiness,Marketing & Advertising,Founder,Yes,No,Yes,Private equity investment signal
1429,66fa041f9901a20001e24ba8,5e596cec4aef5900015ffa3b,SPA Associates,Financial Services,President & CEO,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1432,66f412b1480d9700010bf9e5,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
1433,54a8dfc5746869339919d207,54a1a07f7468694f8f5b0003,Wegman Hessler Valore,Law Practice,Partner,Yes,No,Yes,Family office signal
1434,66f7ed46ae47ef00016ab28f,5569dc85736964254fdaa900,Hunter Taubman Fischer & Li LLC,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1435,66fad238ff8e830001b98501,5b1378f7a6da98dcfe010913,"PW Communications, Inc",Defense & Space,Chief Executive Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
1456,5ae433c1a6da98d34ad89011,54a11c9f69702d77c2f2c900,Cornick Garber & Sandler LLP,Accounting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1473,54a474e47468693209d3f448,56dae422f3e5bb3121000b01,Baretz+Brunelle,Management Consulting,"Partner, Chief Client Service Officer",Yes,No,Yes,Private equity investment signal
1493,66f7ed58ae47ef00016ab93b,5569dc85736964254fdaa900,Hunter Taubman Fischer & Li LLC,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1495,54a2bea17468693cdd0daf39,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1503,686f3e0486b7d900013a755b,66a351bbd066b20001b00e0f,Sasserath & Co.,Accounting,Managing Partner,Yes,No,Yes,Family office signal
1511,5d3b0b0af65125eb088e5363,5d09e2caa3ae61ca6847b0fe,"Boss Group International, LLC",Real Estate,"President, M & A Advisor & Business Broker",Yes,No,Yes,Explicit M&A advisory / broker signal
1519,66f7891f26ca4800012e18a2,624ad6fb31c8a100a5e78cb6,Kumo,Information Technology & Services,Chief Executive Officer,Yes,No,Yes,Search fund / independent sponsor signal
1527,6425b34eb53b310001066d37,5da1571f5795290001b12033,Redefine Management,Management Consulting,Partner Practice Manager,Yes,No,Yes,Private equity investment signal
1528,54abe4ec7468692a6beb3814,56dae422f3e5bb3121000b01,Baretz+Brunelle,Management Consulting,"Advisor To Elite Lawyers, Sophisticated Investors & Individuals Of Influence | Founding Partner",Yes,No,Yes,Private equity investment signal
1536,5570772a736964472da42100,5e56c89815f95c000198b09a,Amesto Global,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1543,66f8191fae47ef000178bc22,54a11cf769702d84c58bd700,"Perlman, Bajandas, Yevoli & Albright, P.L.",Law Practice,Founding Partner,Yes,No,Yes,Family office signal
1554,66fffd2cbfdabf0001ff1b9b,54a129c969702d8b19284702,Ropella 360,Staffing & Recruiting,"VP, Client Partner",Yes,No,Yes,Family office signal
1561,54a32a1e7468692e710a2659,6134240d429a2e00016055f8,Longacre Square Partners,Public Relations & Communications,Partner,Yes,No,Yes,Private equity investment signal
1571,55bf55277369645af2cd0300,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Partner,Yes,No,Yes,Family office signal
1588,611c8dededd19c000157ae6a,5b840f21324d4464bed7b8cf,Smith Arnold Partners,Staffing & Recruiting,Sr. Vice President,Yes,No,Yes,Explicit M&A advisory / broker signal
1592,66f2143b372b8f0001695b91,615c244f2685fa0001931ad8,Indago Research,Management Consulting,Founder And Director,Yes,No,Yes,Private equity investment signal
1593,66f91e1cee610d0001c0ac70,54a11b9269702da425fd4800,Cincinnatus,Executive Office,Principal/owner,No,Yes,No,Insufficient explicit evidence for ICP fit
1594,66f67acdf588730001e9b2a0,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Co-founder,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1600,5f0f4dbc79e0940001c9f2b3,668ff71d717d080491889798,503 Capital Partners,Financial Services,Managing Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1602,61f12afdc3b8b900014408a8,61d5b346e4c43500a41fdd44,Franchise Equity Partners,Financial Services,Executive Business Partner ,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1642,66f92632ee610d0001c2c780,5a9d5f99a6da98d98c6a49bb,EQ Holdings,Computer Hardware,Digital Product Owner,Yes,No,Yes,Private equity investment signal
1651,614e942e6b670c0001838d2a,668ff71d717d080491889798,503 Capital Partners,Financial Services,"Founding Partner, Strategic Growth",No,Yes,No,Finance/consulting profile without explicit ICP evidence
1653,5ab2ecefa6da987028fe1845,5e57eaea0f6c510001766fc6,"Luse Gorman, PC",Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1654,66facb65b9489c0001632001,55f0aaa1f3e5bb16dc0005c8,Coherent Economics,Management Consulting,Founder And Chairman,Yes,No,No,Finance/consulting profile without explicit ICP evidence
1668,5571483273696457c70b2d00,54a11af869702da425990500,Altimeter,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1677,66f17ebb59b5a20001b6c14e,5d330a68a3ae61189e238ffd,"Hoffman & Associates, LLC",Legal Services,"CEO, President, Managing Member",Yes,No,Yes,Family office signal
1679,631218cedc558c0001d162ed,5b15e281a6da98710b630742,Imperial Advisory CFOs,Financial Services,Head Of Growth And Partnerships,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1688,66489c668d73700001a7ef88,54a12b2b69702dcef9bf8102,Harney Partners,Management Consulting,Strategic Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1691,5a43339fa6da98cfa6059092,61eb8eb44c36910001e4277b,Basswood Counsel,Legal Services,Partner,Yes,No,Yes,Family office signal
1692,66fa9cabbd0c94000152d9c0,5ed33166492a0100013885fe,"DSS, Inc. (NYSE American: DSS)",Executive Office,Interim Chief Executive Officer,No,Yes,No,Insufficient explicit evidence for ICP fit
1696,57d41839a6da985372f7bf62,54a11c9f69702d77c2f2c900,Cornick Garber & Sandler LLP,Accounting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1705,54a2e8b87468693a7e165946,54a1ce0c7468694f8f6d7312,Fenimore Kay Harrison LLP,Legal Services,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1711,5ff144529cebfb0001a57f9e,5d330a68a3ae61189e238ffd,"Hoffman & Associates, LLC",Legal Services,Partner,Yes,No,Yes,Family office signal
1718,54eb73a574686931b807eb12,5569433f73696421bb7b2100,M&A Partners,Management Consulting,Sr. Partner,Yes,No,Yes,Private equity investment signal
1719,66fc5f045e952c0001926faf,64da433776740400a37260a5,Kure,Management Consulting,"Co-founder, Partner",Yes,No,Yes,Private equity investment signal
1737,66fd937c0cd9940001730b92,56d5f6b7f3e5bb35c900040f,Strauss Malk & Feder LLP,Law Practice,Attorney And Partner,Yes,No,No,Legal firm (outside target ICP categories)
1740,65ec35f36028ae0007891e71,6386d4be41c6d500d07d48b5,CTrust,Financial Services,Co-founder & CFO,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1748,63b5800daa2176000104aeb6,62a84bba8d7e1a008b756e86,PENDULUM®,Financial Services,Managing Director And Chief Compliance Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1751,66f7e4bfae47ef0001682233,54a11cf769702d84c58bd700,"Perlman, Bajandas, Yevoli & Albright, P.L.",Law Practice,Partner,Yes,No,Yes,Family office signal
1753,54a4effa7468693b8c02696f,54a242dc7468693fda20d51a,"Barton, Walter & Krier, P.C. CPAs and Business Advisors",Accounting,Partner,Yes,No,Yes,Family office signal
1754,66ff195c04b8ba0001e5ea1d,65941e08b5afb701c6ab8f44,"Maximus Partners, LLC",Management Consulting,Principal - CFO Advisory,Yes,No,Yes,Private equity investment signal
1761,54a721fc74686975f8987f18,54a12a4d69702d90a2982f02,Harper Meyer,Law Practice,Partner,Yes,No,Yes,Family office signal
1768,66f66044e254aa00016ea7b9,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Partner,Yes,No,Yes,Family office signal
1773,66f6f6ed9c548f0001aceaae,5b83e41ef874f71c25cdd650,RPCK | Rastegar Panchal,Legal Services,Partner,Yes,No,Yes,Family office signal
1779,66f7567c0efa5b00011bcd87,5da6ab6a62ce29000135adcc,SCCG Management,Gambling & Casinos,Vice President Sales And Marketing,Yes,No,Yes,Explicit M&A advisory / broker signal
1790,60714c72d2a8f50001a0b4ae,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Managing Partner Emeritus,Yes,No,Yes,Private equity investment signal
1795,66fb87becdf51100011d8480,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,"Executive Partner, CFO Services",Yes,No,Yes,Family office signal
1798,66f1ce3cc6d43500018db22a,6359876d98e2ec00cc5504f0,DOPE CFO Certified Advisors,Financial Services,Franchise Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1800,66faac7b00e7270001f2b6a9,627e3dd889644300d83f882c,Baton,Internet,CEO & Co-founder,Yes,No,Yes,Explicit M&A advisory / broker signal
1807,66ffac485aee420001e3cd9f,556ceb1a7369641261045500,TA Group Holdings,Management Consulting,Owner,Yes,No,Yes,Private equity investment signal
1823,54ec41cc746869444ce79770,54a1291169702dc128173501,Counsel LLP,Entertainment,Partner,Yes,No,Yes,Private equity investment signal
1830,66f6bdbb168dec0001a1297c,5a9edac4a6da98d96647f7ad,"Crown CFO, LLC",Management Consulting,Managing Director/founder,Yes,No,Yes,Explicit M&A advisory / broker signal
1844,5dca1c83bab4b500017e12c1,54a11c4369702d9a8bdf9a00,Lemery Greisler LLC,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1849,66f692e21adccc00012eeece,5c4f6082941a3d0bb7ff1e33,The Emerald Recruiting Group,Staffing & Recruiting,Vice President,Yes,No,Yes,Private equity investment signal
1855,67f146be9b531c00016b029e,54a12a3069702d979cff0802,Red Team,Management Consulting,Owner,Yes,No,Yes,Explicit M&A advisory / broker signal
1857,5dbbb017b7bfea00011e1725,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
1862,54a3b8917468693209ff780d,5a9dea37a6da98d94d8fc63a,The JIAN Group,Building Materials,Partner,Yes,No,Yes,Private equity investment signal
1879,54a6e19c74686975f8a21301,5da4fbf4101d5b0001b1b9d5,HMS Valuation Partners,Hospital & Health Care,"Senior Valuation Analyst At Hms Valuation Partners - Mshcm, Cva, Cga",Yes,No,Yes,Private equity investment signal
1880,5f5b5eeda6ec08008c90f349,5da4fbf4101d5b0001b1b9d5,HMS Valuation Partners,Hospital & Health Care,Partner,Yes,No,Yes,Private equity investment signal
1883,5dd3087b051e310001155b90,54a1297a69702db648ea9601,CORPORATE INVESTMENT BUSINESS BROKERS,Real Estate,Broker | President,Yes,No,Yes,Explicit M&A advisory / broker signal
1887,66fc18c254e6ee0001762022,5fc8de17de97ab000150d2f2,SLB Capital Advisors,Real Estate,Partner,Yes,No,Yes,Private equity investment signal
1888,600a0946e29cf20001bc5316,55f4c25af3e5bb1720001e2a,Aztec Group,Real Estate,President,Yes,No,Yes,Private equity investment signal
1893,64edf73ee3b17b00014e76fa,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1900,66fb43210ae23600013402b2,5b86f48e324d445cc03230fd,The London Fund,Financial Services,Founder,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1901,66f6c1e28c23e40001a021c2,5a9dde21a6da98d97e78a39a,Paul Bridges Group,Staffing & Recruiting,"Founder & Managing Partner Of Paul Bridges Group - Search For Search Firms. In A Nutshell, I Place Client Partners And Talent Partners With Some",Yes,No,Yes,Family office signal
1903,5ffc226607a3580001ccd06e,54a128af69702da220023a01,Capstone Strategic,Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1914,66f46462c280f30001f7abd2,5500b0027369642dbaf90900,Bridge Business & Property Brokers,Commercial Real Estate,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1915,66fd8f2a0cd994000171eb17,5f2a7e6bd4dab600f6afc009,Ortoli | Rosenstadt LLP,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
1921,66ff34263f12c90001d623ee,54a12ad069702dcef9434802,My Equity Comp,Financial Services,President,No,Yes,No,Finance/consulting profile without explicit ICP evidence
1923,54a5f7f874686934424373b7,5da3ba6ac748dc0001379586,Great Oak Funding,Financial Services,Chief Executive Officer,No,Yes,Yes,Private equity investment signal
1927,54a5da5e7468692cf02fc5ad,5b847abbf874f71c52ccabab,"Fletcher Spaght, Inc.",Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
1936,66f539c13b62450001d7b2fd,54a1201969702d94a4ca0d02,Thinktiv,Management Consulting,CEO & Founder,Yes,No,Yes,Private equity investment signal
1938,66f47f83f4285900017ee941,5b83a174324d4471b8e33c83,PPMT Strategic Group,Management Consulting,CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
1944,60407bb5a2a2f100013071dc,54a1ac457468695475019106,Kalbian Hagerty LLP,Law Practice,Managing Partner,Yes,No,Yes,Family office signal
1959,6742333196db700001c4e0e4,559238237369641865a6d800,"Wagner, Kaplan, Duys & Wood, LLP",Accounting,Partner,Yes,No,Yes,Family office signal
1964,5c6ae1c5a3ae6168b710c4fb,5c202df0a3ae61a31b0665b2,Horrell Company,Real Estate,President & CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
1973,673ac6aceb31ea000116317a,54a25d947468693cdde9391d,Stride,Accounting,Owner,Yes,No,Yes,Explicit M&A advisory / broker signal
1976,60ec196d5d3f000001da9c17,54a11eef69702d9d7ed89b01,Fort Dearborn Partners,Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
1988,6099e492603d7d00014c785f,5ed19228085be1000112e213,ValueAct Capital,Investment Management,"Partner, CFO",No,Yes,No,Finance/consulting profile without explicit ICP evidence
1989,609d8650bdfe110001c29b40,54a23df87468693fdacb2319,Brick & Patel LLP,Law Practice,Partner,Yes,No,Yes,Family office signal
2008,5ffa3f3df6e6fc0001ec1d23,56d80287f3e5bb58b6002041,SMB Franchise Advisors,Management Consulting,Founder,Yes,No,Yes,Private equity investment signal
2020,645df8f69b10500001556c11,6437a8c0201ead00f23e0526,"Power Support Partners, Inc.",Consumer Services,"Power Support Partners, Inc.",Yes,No,Yes,Private equity investment signal
2022,670002f7718d0c0001e86794,56dae858f3e5bb2ed4000947,Eastward Partners Inc.,Staffing & Recruiting,Head Of Private Equity At Eastward Partners,Yes,No,Yes,Private equity investment signal
2038,66fc8aa20cbf900001629a7c,54a11f6869702da753faeb01,"D.S. Wolf Group International, LLC",Staffing & Recruiting,CEO,Yes,No,Yes,Private equity investment signal
2041,66febda9b5d14e00011999d3,5d3346b080f93e356cfbe528,Novo Advisors,Management Consulting,Principal And Founder,Yes,No,Yes,Explicit M&A advisory / broker signal
2045,66f79d8edad8b90001346f2c,5a9f57eaa6da98d9978226c2,"Madison Commercial Properties, LLC",Real Estate,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2050,66fe8f232b33520001adaee2,5f2a7e6bd4dab600f6afc009,Ortoli | Rosenstadt LLP,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
2063,670059457f95e80001f1ca3e,5d0a260ba3ae616bd869016d,HINGE Advisors,Primary/secondary Education,Founder & CEO ,Yes,No,Yes,Explicit M&A advisory / broker signal
2076,66a9f0295a2cd00001ffdac1,54a128af69702da220023a01,Capstone Strategic,Management Consulting,CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
2089,687a1fdb71c1b900014d816e,61ec2079eef2830001e6f57f,Gilezan Global Brokered by eXp Commercial,Real Estate,Sr. Partner Gilezan Global I Commercial Real Estate Agent,Yes,No,Yes,Explicit M&A advisory / broker signal
2099,61d5682c1a5b8200017aea3a,54a11da569702d8ccc851d01,Next Point LLC,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2102,60db010cb2c58b0001b9d1e3,5b840f21324d4464bed7b8cf,Smith Arnold Partners,Staffing & Recruiting,Vice President - Senior Finance Recruiter,Yes,No,Yes,Explicit M&A advisory / broker signal
2104,66f592e88856710001926055,54a1a22e7468695475846203,Gusrae Kaplan Nusbaum PLLC,Law Practice,"Partner, Trials And Appeals",Yes,No,Yes,Family office signal
2108,66f3439f1771de0001c7eca5,5da42f9bce6ed30001d8bc98,Empire Builders LLC,Management Consulting,Chief Executive Officer,Yes,No,Yes,Private equity investment signal
2113,6139fba27796690001ab4b8b,5a9f57eaa6da98d9978226c2,"Madison Commercial Properties, LLC",Real Estate,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2114,64019c5e49e977000161dedd,54a12b0f69702deaae6d0000,"Lipschultz, Levin & Gray",Accounting,Owner,Yes,No,Yes,Family office signal
2131,65150030d2aa430001e12260,54a13c5669702db45d3ec101,BrandingBusiness,Marketing & Advertising,"Founding Partner, Design",Yes,No,Yes,Private equity investment signal
2147,65167acc8d729b000153800b,5e58250ef017340001f6c6c0,"emc CPAs, LLC",Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2151,66fa10899901a20001e6c6b1,54a1ab7374686945fae25b06,Pasquesi Sheppard LLC,Accounting,Partner,Yes,No,Yes,Family office signal
2152,63a2e0cb50da780001122078,61d5b346e4c43500a41fdd44,Franchise Equity Partners,Financial Services,Partner - Fep,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2164,66fc1e36fe1d85000190b070,54a1a22e7468695475846203,Gusrae Kaplan Nusbaum PLLC,Law Practice,Partner,Yes,No,Yes,Family office signal
2165,60b511a9c9e2d000019d2c26,65e8cf8b54763801c640fc7e,PYXiS Software Group,Information Technology & Services,Chief Executive Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
2167,55714a3e7369642be1194000,646f9bef4438fb00d068fe53,Image Specialty Partners,Hospital & Health Care,Operations Manager Image Specialty Partners,Yes,No,No,Insufficient explicit evidence for ICP fit
2172,54a4d51e7468693442340367,54a11cf769702d84c515d700,Advisors LLP,Law Practice,Partner,Yes,No,Yes,Family office signal
2184,54c254eb746869163950fa8d,5e9a1107976df90098790e5c,Preferred Capital Advisors,Real Estate,Partner/director,Yes,No,Yes,Private equity investment signal
2193,66f8478dda25480001df8a84,54a139a469702dac84595400,Austin Technology Council,Nonprofit Organization Management,Chief Executive Officer (CEO),Yes,No,Yes,Explicit M&A advisory / broker signal
2195,54a5d94d74686938ac00cbad,54a139ab69702d231fe98c00,Rosenberg Associates,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2202,66f76f079e9ea00001b79723,556d911f736964124bc74501,Fulcrum Hospitality LLC,Hospitality,"Vice President, Sales And Marketing",Yes,No,Yes,Private equity investment signal
2209,5b325d8aa6da98715431d0c5,5500b3077369642de3532d00,"Strategic Valuation Group, LLC",Financial Services,Partner,No,Yes,Yes,Explicit M&A advisory / broker signal
2224,565e7b3ca6da98118e000d3f,5da277cacf73e40001d4fa83,NEXT Legal PLLC,Legal Services,Partner,Yes,No,Yes,Family office signal
2227,65d5851bc532e4000175b180,54a12ad769702dc1282e0802,ClearPath Business Advisors,Management Consulting,Chief Operating Officer & Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2228,66f837cdf3aaa200011fadf5,5b842f0b324d44493dc212bd,"Kimbell Royalty Partners, LP",Oil & Energy,President And Chief Financial Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
2257,65181d4af4a266000192b02c,5e574e3ae7950300017e6be7,Moneda Invest,Oil & Energy,"Senior Vice President, Corporate Finance/project Finance/investment Banking",Yes,No,Yes,Explicit M&A advisory / broker signal
2260,60dd8fd23868c30001a1aa8f,6037ac775a4a2a00fd776ffa,CEG,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2262,54a7ed9474686968294da357,54a23d8c74686930c266e718,"Shalik, Morris & Company, LLP",Accounting,Partner,Yes,No,Yes,Family office signal
