Row_Number,Person ID,Company ID,Company Name,Industry,Title,ICP_Codex,ICP_Claude,Binary_ICP,Binary_Reason
1842,60fad0f99a3285000113c45f,54a129d669702d8eeb0d2402,Gaming & Leisure®,Gambling & Casinos,CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1844,5dca1c83bab4b500017e12c1,54a11c4369702d9a8bdf9a00,Lemery Greisler LLC,Law Practice,Partner,Yes,No,Yes,explicit icp terminology
1845,66fa6f8fcb6e6d00014a2403,54a1b1497468694f8fc7bb08,Hobe & Lucas CPAs,Accounting,Owner,Maybe,No,No,non-target industry
1846,5d5fbd4da3ae61609a557cbd,5e55a3ebe04e96000185779a,Elliott & Painter CPAs,Accounting,Partner,Maybe,No,No,non-target industry
1847,54a4143e746869344238d32a,5e55b951e25fca0001847663,Lion Business Advisors,Management Consulting,State Vice President | Tabb - Texas Association Of Business Brokers ,Yes,Maybe,Yes,explicit icp terminology
1848,66f692eda2325e00017a83ea,556d51aa736964120f44e600,Foundation Law Group LLP,Law Practice,Partner,No,Maybe,No,non-target industry
1849,66f692e21adccc00012eeece,5c4f6082941a3d0bb7ff1e33,The Emerald Recruiting Group,Staffing & Recruiting,Vice President,Yes,No,Yes,explicit icp terminology
1855,67f146be9b531c00016b029e,54a12a3069702d979cff0802,Red Team,Management Consulting,Owner,Yes,No,Yes,explicit icp terminology
1857,5dbbb017b7bfea00011e1725,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
1858,609d071b035b4800019f11b8,54a127ac69702d979c6fa000,JD Supra,Publishing,Vice President Of Business Development,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1862,54a3b8917468693209ff780d,5a9dea37a6da98d94d8fc63a,The JIAN Group,Building Materials,Partner,Yes,No,Yes,explicit icp terminology
1864,54a546e37468692abf0a528b,54a11b0169702da753760b00,"Wermer Rogers Doran & Ruzon, LLC",Accounting,Partner,Maybe,No,No,non-target industry
1865,54a403737468693442917325,54a138b269702d231f490b00,"MMQ & Associates, P.C.",Accounting,Partner,Maybe,No,No,non-target industry
1866,54aa65f674686908c8b7d503,54a1a4817468695475be1304,Dempsey Vantrease & Follis PLLC,Accounting,Partner,Maybe,No,No,non-target industry
1871,54a47e9274686938ac18614c,54a1290f69702d9ebc954c01,"Lethert, Skwira, Schultz, & Co LLP",Accounting,Cpa/partner,Maybe,No,No,non-target industry
1879,54a6e19c74686975f8a21301,5da4fbf4101d5b0001b1b9d5,HMS Valuation Partners,Hospital & Health Care,"Senior Valuation Analyst At Hms Valuation Partners - Mshcm, Cva, Cga",Yes,No,Yes,explicit icp terminology
1880,5f5b5eeda6ec08008c90f349,5da4fbf4101d5b0001b1b9d5,HMS Valuation Partners,Hospital & Health Care,Partner,Yes,No,Yes,explicit icp terminology
1881,54a3ef897468693676b5051f,54a12aad69702d9313484402,"The Clarion Group, Ltd.",Management Consulting,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1883,5dd3087b051e310001155b90,54a1297a69702db648ea9601,CORPORATE INVESTMENT BUSINESS BROKERS,Real Estate,Broker | President,Yes,No,Yes,explicit icp terminology
1885,66fc1569676e760001f857ac,556dc96073696411f45e9e01,JRA,Management Consulting,Founder & Managing Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1887,66fc18c254e6ee0001762022,5fc8de17de97ab000150d2f2,SLB Capital Advisors,Real Estate,Partner,Yes,No,Yes,explicit icp terminology
1888,600a0946e29cf20001bc5316,55f4c25af3e5bb1720001e2a,Aztec Group,Real Estate,President,Yes,No,Yes,explicit icp terminology
1889,603de56a6da19d0001785ef0,57c4d126a6da986a77ccee2c,"Thong, Yu, Wong & Lee LLP",Accounting,Partner,Maybe,No,No,non-target industry
1890,66fa97204baae60001cfedb2,5b839f7c324d4454f9fd9951,"Bespoke Real Estate Advisors, Inc.",Real Estate,Founding Principal And CEO,Maybe,No,No,non-target industry
1893,64edf73ee3b17b00014e76fa,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
1895,54c220097468691639beb67b,5a9cbceda6da98d94669189c,Whitecap Health Advisors,Hospital & Health Care,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1900,66fb43210ae23600013402b2,5b86f48e324d445cc03230fd,The London Fund,Financial Services,Founder,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
1901,66f6c1e28c23e40001a021c2,5a9dde21a6da98d97e78a39a,Paul Bridges Group,Staffing & Recruiting,"Founder & Managing Partner Of Paul Bridges Group - Search For Search Firms. In A Nutshell, I Place Client Partners And Talent Partners With Some",Yes,No,Yes,explicit icp terminology
1903,5ffc226607a3580001ccd06e,54a128af69702da220023a01,Capstone Strategic,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
1905,66fb6df4b5ed39000192b22f,645344a53abfcc008b9ca85e,"ITOCHU Building Products Holdings, Inc.",Building Materials,President And CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1906,66f05ae8eda4c70001b3a347,54a244ad7468693cdd51831b,Experience On Demand,Management Consulting,Senior Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1907,66ec3f7ee3c7a10001e17910,6178c0b1c0d30500e05438ae,Goldstein Lieberman & Company LLC,Accounting,Chief Executive Officer,Maybe,No,No,non-target industry
1914,66f46462c280f30001f7abd2,5500b0027369642dbaf90900,Bridge Business & Property Brokers,Commercial Real Estate,Managing Partner,Yes,No,Yes,explicit icp terminology
1915,66fd8f2a0cd994000171eb17,5f2a7e6bd4dab600f6afc009,Ortoli | Rosenstadt LLP,Law Practice,Partner,Yes,Maybe,Yes,explicit icp terminology
1918,6011917e249ed40001b5b7b3,54a12a9f69702d90a27b5202,US Market Access Center,International Trade & Development,Co CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1920,54a380aa7468692abf4b7500,54a2455f7468693a7e43b01b,"Livingston & Haynes, PC",Accounting,Partner,Maybe,No,No,non-target industry
1921,66ff34263f12c90001d623ee,54a12ad069702dcef9434802,My Equity Comp,Financial Services,President,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
1923,54a5f7f874686934424373b7,5da3ba6ac748dc0001379586,Great Oak Funding,Financial Services,Chief Executive Officer,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
1924,625b93892aa4880001b4ef0a,6460f598979bb8000131fa25,Calabrese Consulting LLC,Accounting,Partner,Maybe,No,No,non-target industry
1927,54a5da5e7468692cf02fc5ad,5b847abbf874f71c52ccabab,"Fletcher Spaght, Inc.",Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
1933,54a8fb9a746869334a41890a,57c4dd76a6da986a57bb7ffe,Bridge Forensic CPAs,Accounting,Partner,Maybe,No,No,non-target industry
1934,557091577369646613a53500,54a1c1947468695475d1100e,Farber Hass Hurley LLP,Accounting,Partner,Maybe,No,No,professional services without clear sourcing mandate
1936,66f539c13b62450001d7b2fd,54a1201969702d94a4ca0d02,Thinktiv,Management Consulting,CEO & Founder,Yes,Maybe,Yes,explicit icp terminology
1938,66f47f83f4285900017ee941,5b83a174324d4471b8e33c83,PPMT Strategic Group,Management Consulting,CEO,Yes,No,Yes,explicit icp terminology
1940,5ea74562db966f00017f0fc3,5d0967e380f93ed93c9f550f,MillerSearles LLC,Accounting,Partner,Maybe,No,No,non-target industry
1944,60407bb5a2a2f100013071dc,54a1ac457468695475019106,Kalbian Hagerty LLP,Law Practice,Managing Partner,Yes,No,No,professional services without clear sourcing mandate
1945,54a2a7c2746869382540b933,54a1a2cb746869401238ae03,Stowe & Degon LLC,Accounting,Partner,Maybe,No,No,professional services without clear sourcing mandate
1948,54a5c1297468693676e740a5,54a1bd377468695c8257720c,Kastner Gravelle LLP,Law Practice,"Partner, Head Of Emerging Companies Practice",No,Maybe,No,professional services without clear sourcing mandate
1952,62f0792580de06000166df8b,54a1290f69702d9ebc954c01,"Lethert, Skwira, Schultz, & Co LLP",Accounting,Cpa / Partner,Maybe,No,No,non-target industry
1959,6742333196db700001c4e0e4,559238237369641865a6d800,"Wagner, Kaplan, Duys & Wood, LLP",Accounting,Partner,Yes,Maybe,No,professional services without clear sourcing mandate
1964,5c6ae1c5a3ae6168b710c4fb,5c202df0a3ae61a31b0665b2,Horrell Company,Real Estate,President & CEO,Yes,No,Yes,explicit icp terminology
1965,66fd8b890cd994000170f7f0,556cf75473696411dea85d00,BurgherGray LLP,Law Practice,Partner,No,Maybe,Yes,explicit icp terminology
1966,5ae08519a6da984dd3ce04b6,556dce037369641284359201,HTSG CPAs + Advisors LLC,Accounting,Partner,Maybe,No,No,non-target industry
1969,66f67101c09a2800015303d2,5d3415d2f65125c8778e475e,"Hoyt, Filippetti & Malaghan, LLC",Accounting,Partner,Maybe,No,No,non-target industry
1973,673ac6aceb31ea000116317a,54a25d947468693cdde9391d,Stride,Accounting,Owner,Maybe,No,Yes,explicit icp terminology
1974,5f9325adb3cb250001d3f97f,54a1289c69702db878520801,"Capossela, Cohen, LLC",Accounting,Partner,Maybe,No,No,non-target industry
1976,60ec196d5d3f000001da9c17,54a11eef69702d9d7ed89b01,Fort Dearborn Partners,Management Consulting,Partner,Yes,No,Yes,explicit icp terminology
1980,67dbec3c5b8ac6000179ec45,5569ec2173696425cbd0b700,BrightOrg Services,Management Consulting,Project Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1986,54ec148e746869444c356c4b,6556610c90174a00ba0fcf27,Birch Risk Advisors,Financial Services,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1987,6807733b96afa900019c40e3,54a12a2169702db64854e701,Independent Rx,Pharmaceuticals,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1988,6099e492603d7d00014c785f,5ed19228085be1000112e213,ValueAct Capital,Investment Management,"Partner, CFO",Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
1989,609d8650bdfe110001c29b40,54a23df87468693fdacb2319,Brick & Patel LLP,Law Practice,Partner,Yes,No,No,professional services without clear sourcing mandate
1990,67fd668e4a08650001a6c414,64e619ebd3298402ab3b69fc,Optimize Search Group,Staffing & Recruiting,Partner - Retained And Executive Search,Maybe,No,No,acquisition terms but non-target service industry
1991,66fadbeaf70cb200013ded96,65dc790235df630001db7307,F.E.W. CPAs,Accounting,"Cpa, Owner",Maybe,No,No,non-target industry
1992,66fc5ff7c4d98c000183acf4,5b844acef874f762f8597857,LDR Advisory Partners,Management Consulting,Managing Principal And CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
1995,66f5d3bd522b77000161f6d7,54a1cef27468695c82d95312,Sills and Associates PA,Accounting,Shareholder/tax Partner,Maybe,No,No,non-target industry
1996,66f756c09e2a8d000170d513,54a11c7f69702d9d7e2ab200,"Bauman Associates, Ltd.",Accounting,"Growth Partner, COO",Maybe,No,No,non-target industry
1999,57d6de67a6da98548ad515ca,54a1272769702d93133c7900,"Beach Freeman Lim & Cleland, LLP",Accounting,Partner,Maybe,No,No,non-target industry
2003,5be4c56df65125b0650b57eb,60496c872cdc7500017f288e,PAG LAW,Legal Services,Founding Partner,No,Maybe,No,professional services without clear sourcing mandate
2006,54a336317468693fdac63d5c,54a1a4817468695475be1304,Dempsey Vantrease & Follis PLLC,Accounting,Cpa Partner,Maybe,No,No,non-target industry
2008,5ffa3f3df6e6fc0001ec1d23,56d80287f3e5bb58b6002041,SMB Franchise Advisors,Management Consulting,Founder,Yes,No,Yes,explicit icp terminology
2015,68786ea21ca2270001f24550,5e53f5f8ba218501485eeb1c,ISA,Environmental Services,CEO & Chairman,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2018,62d4091880e85c0001ff3053,654c086e417d2900ba8bb9a5,Method Security,Computer & Network Security,Co-founder,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2020,645df8f69b10500001556c11,6437a8c0201ead00f23e0526,"Power Support Partners, Inc.",Consumer Services,"Power Support Partners, Inc.",Yes,No,Yes,explicit icp terminology
2022,670002f7718d0c0001e86794,56dae858f3e5bb2ed4000947,Eastward Partners Inc.,Staffing & Recruiting,Head Of Private Equity At Eastward Partners,Yes,No,Yes,explicit icp terminology
2023,54a328397468693fda992658,54a1bd377468695c8257720c,Kastner Gravelle LLP,Law Practice,Partner,No,Maybe,No,professional services without clear sourcing mandate
2028,5f9a469d55799a0001d1d8a6,5bce35245588474666e13a02,Cloudery,Internet,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2038,66fc8aa20cbf900001629a7c,54a11f6869702da753faeb01,"D.S. Wolf Group International, LLC",Staffing & Recruiting,CEO,Yes,No,Yes,explicit icp terminology
2040,5ac4d6aea6da9801957829d2,5cb707a5a3ae615f6fe6380c,Applied Economics Consulting Group,Management Consulting,Founding Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2041,66febda9b5d14e00011999d3,5d3346b080f93e356cfbe528,Novo Advisors,Management Consulting,Principal And Founder,Yes,No,No,insufficient direct icp evidence for strict yes/no
2044,54a3a8867468693b8c435508,5500cd92736964176d077800,Procida Funding & Advisors,Real Estate,Partner,Yes,Maybe,Yes,explicit icp terminology
2045,66f79d8edad8b90001346f2c,5a9f57eaa6da98d9978226c2,"Madison Commercial Properties, LLC",Real Estate,Managing Partner,Yes,No,Yes,explicit icp terminology
2046,623c1e8ec609850001fe793b,556cf19c736964127eb86000,"Breslin, Young & Slaughter, LLC",Accounting,Partner,Maybe,No,No,non-target industry
2049,57d72fdda6da98647856fb80,5f3ed08beb0db70001110329,"Catapult Growth Partners, LLC",Management Consulting,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2050,66fe8f232b33520001adaee2,5f2a7e6bd4dab600f6afc009,Ortoli | Rosenstadt LLP,Law Practice,Partner,Yes,Maybe,Yes,explicit icp terminology
2055,6513ce6f01202e0001b2323f,5d09a77ff65125b4b74efb53,RMG CPA LLC,Accounting,Partner,Maybe,No,No,non-target industry
2056,66f2cc57a7e66e00019a694e,54a11c2469702d97c1f28b00,"LUDWIG BUSINESS CONSULTANTS, PLLC",Accounting,Founder And President,Maybe,No,No,non-target industry
2059,54a11fde69702da10ff21d02,5b15ecf3a6da98694828c7ca,FSB&W LLC,Accounting,Partner,Maybe,No,No,non-target industry
2061,66fff3114785d1000131f8a8,54a11d1369702d9d7e5eef00,ESOP Partners,Financial Services,President And Founder,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2062,66fd95b00cd994000173a44d,556cf75473696411dea85d00,BurgherGray LLP,Law Practice,Partner,No,Maybe,Yes,explicit icp terminology
2063,670059457f95e80001f1ca3e,5d0a260ba3ae616bd869016d,HINGE Advisors,Primary/secondary Education,Founder & CEO ,Yes,No,Yes,explicit icp terminology
2064,63b59d2f439099000189dae0,57c4dd76a6da986a57bb7ffe,Bridge Forensic CPAs,Accounting,Partner,Maybe,No,No,non-target industry
2076,66a9f0295a2cd00001ffdac1,54a128af69702da220023a01,Capstone Strategic,Management Consulting,CEO,Yes,Maybe,Yes,explicit icp terminology
2077,55ddc930f3e5bb6e7a00039f,55e7a324f3e5bb1eae0000ca,Hertz Herson CPA LLP,Accounting,Tax Partner,Maybe,No,No,non-target industry
2085,5fd744bcdd0a580001db1dc3,556d4dd2736964122fd3da00,Rhodes Risk Advisors,Insurance,Founder & Managing Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2089,687a1fdb71c1b900014d816e,61ec2079eef2830001e6f57f,Gilezan Global Brokered by eXp Commercial,Real Estate,Sr. Partner Gilezan Global I Commercial Real Estate Agent,Yes,No,Yes,explicit icp terminology
2092,66f7248892ca6e00019189ef,54a11eaf69702d8aa13c6201,"The Law Offices of Marc J. Lane, a Professional Corporation",Law Practice,Founder,No,Maybe,No,non-target industry
2095,67b2637774fc4600010a21c5,54a116cf69702d3ec0b10300,Mezrah Consulting,Financial Services,Vice President Finance,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2099,61d5682c1a5b8200017aea3a,54a11da569702d8ccc851d01,Next Point LLC,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
2101,66f5ee3eada3c3000193b560,5e5694d434bf340001167e89,BOxD | Better Organizations by Design,Management Consulting,CEO And Founder,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2102,60db010cb2c58b0001b9d1e3,5b840f21324d4464bed7b8cf,Smith Arnold Partners,Staffing & Recruiting,Vice President - Senior Finance Recruiter,Yes,No,Yes,explicit icp terminology
2103,66f2545a9668780001e27dcc,54a135f569702d4494b4f900,"Exit Consulting Group, Inc.",Management Consulting,Chief Executive Officer,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2104,66f592e88856710001926055,54a1a22e7468695475846203,Gusrae Kaplan Nusbaum PLLC,Law Practice,"Partner, Trials And Appeals",Yes,Maybe,No,professional services without clear sourcing mandate
2105,623da4f8454f630001b929a8,5d334d6580f93e0ca95df077,Gardiner + Company CPAs,Accounting,Partner,Maybe,No,No,non-target industry
2108,66f3439f1771de0001c7eca5,5da42f9bce6ed30001d8bc98,Empire Builders LLC,Management Consulting,Chief Executive Officer,Yes,No,Yes,explicit icp terminology
2109,66fd667d100e9d0001cee8e3,54a19dbc74686954754cfe01,"Bollus Lynch, LLP",Accounting,Partner,Maybe,No,No,non-target industry
2113,6139fba27796690001ab4b8b,5a9f57eaa6da98d9978226c2,"Madison Commercial Properties, LLC",Real Estate,Managing Partner,Yes,No,Yes,explicit icp terminology
2114,64019c5e49e977000161dedd,54a12b0f69702deaae6d0000,"Lipschultz, Levin & Gray",Accounting,Owner,Yes,No,No,professional services without clear sourcing mandate
2115,5f5979fe0add4900015843db,66925c1da04afb0001e41e33,Summit Legacy,Insurance,Founder,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2122,66ebbb4b50fcbf00018d4016,5a9f4347a6da98d97700bef8,Gutnicki LLP,Law Practice,Partner,No,Maybe,No,professional services without clear sourcing mandate
2123,54eb688074686931b8a1a711,54a1d13f7468694012248813,"JTS Associates CPAs, P.C.",Accounting,Partner,Maybe,No,No,non-target industry
2131,65150030d2aa430001e12260,54a13c5669702db45d3ec101,BrandingBusiness,Marketing & Advertising,"Founding Partner, Design",Yes,No,Yes,explicit icp terminology
2133,66a6430a072f340001be0864,5da6ecd4cd17be0001557837,Thinking Dimensions Global Consulting,Management Consulting,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2139,673a8dbda4f4be000194ad4d,54a1cf027468694f8f00d012,"Wall, Smith, Bateman Inc.",Accounting,Partner,Maybe,No,No,non-target industry
2140,60f5a0b2fc624700018487f3,5d099424f65125a07c0a321d,"CLH, CPAs & Consultants",Accounting,Partner,Maybe,No,No,non-target industry
2147,65167acc8d729b000153800b,5e58250ef017340001f6c6c0,"emc CPAs, LLC",Financial Services,Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
2151,66fa10899901a20001e6c6b1,54a1ab7374686945fae25b06,Pasquesi Sheppard LLC,Accounting,Partner,Yes,No,No,professional services without clear sourcing mandate
2154,6406e273a3b613000181d307,54a19a377468695c82aeed00,Caliber Accounting Group,Accounting,Partner,Maybe,No,No,non-target industry
2164,66fc1e36fe1d85000190b070,54a1a22e7468695475846203,Gusrae Kaplan Nusbaum PLLC,Law Practice,Partner,Yes,Maybe,No,professional services without clear sourcing mandate
2165,60b511a9c9e2d000019d2c26,65e8cf8b54763801c640fc7e,PYXiS Software Group,Information Technology & Services,Chief Executive Officer,Yes,No,Yes,explicit icp terminology
2167,55714a3e7369642be1194000,646f9bef4438fb00d068fe53,Image Specialty Partners,Hospital & Health Care,Operations Manager Image Specialty Partners,Yes,No,No,insufficient direct icp evidence for strict yes/no
2168,57d756cca6da985b7f750d95,54a1196b69702d55fbf70800,Fordham & Co LLP,Accounting,Tax Partner,Maybe,No,No,non-target industry
2172,54a4d51e7468693442340367,54a11cf769702d84c515d700,Advisors LLP,Law Practice,Partner,Yes,Maybe,Yes,explicit icp terminology
2180,66f149010fb8140001e83924,5e5592cae4651c0001bfa1a7,Galleros Robinson,Accounting,Partner,Maybe,No,No,non-target industry
2181,66fdc7d03ca4f70001f5f045,5e56b16477b1e400013aea67,Korzen Health,Hospital & Health Care,Founder,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2182,57dff87ea6da980b2ffc6b80,54a11cfe69702d8ccc97de00,"Piaker & Lyons, CPA's",Accounting,Partner,Maybe,No,No,non-target industry
2184,54c254eb746869163950fa8d,5e9a1107976df90098790e5c,Preferred Capital Advisors,Real Estate,Partner/director,Yes,No,Yes,explicit icp terminology
2190,57d9c516a6da980145506ae9,5569ec0573696425796cb700,"Halle Porter Newland & Rickett, LLP",Accounting,Partner,Maybe,No,No,non-target industry
2193,66f8478dda25480001df8a84,54a139a469702dac84595400,Austin Technology Council,Nonprofit Organization Management,Chief Executive Officer (CEO),Yes,No,Yes,explicit icp terminology
2195,54a5d94d74686938ac00cbad,54a139ab69702d231fe98c00,Rosenberg Associates,Management Consulting,Partner,Yes,No,Yes,explicit icp terminology
2196,54a41dcb74686936766ece2d,5c1ecee780f93ed1a9ac28d8,AFPS LLP,Accounting,Partner,Maybe,No,No,non-target industry
2202,66f76f079e9ea00001b79723,556d911f736964124bc74501,Fulcrum Hospitality LLC,Hospitality,"Vice President, Sales And Marketing",Yes,No,Yes,explicit icp terminology
2208,66f66dd8c09a280001520d53,54a1359c69702d3cbbd5d100,John Gerlach & Company LLC,Accounting,Partner,Maybe,No,No,non-target industry
2209,5b325d8aa6da98715431d0c5,5500b3077369642de3532d00,"Strategic Valuation Group, LLC",Financial Services,Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
2221,5570933073696465b3584900,54a128ba69702d8cfc807101,Focal PLLC,Law Practice,Attorney - Founding And Managing Partner,No,Maybe,No,non-target industry
2224,565e7b3ca6da98118e000d3f,5da277cacf73e40001d4fa83,NEXT Legal PLLC,Legal Services,Partner,Yes,Maybe,No,professional services without clear sourcing mandate
2227,65d5851bc532e4000175b180,54a12ad769702dc1282e0802,ClearPath Business Advisors,Management Consulting,Chief Operating Officer & Partner,Yes,No,Yes,explicit icp terminology
2228,66f837cdf3aaa200011fadf5,5b842f0b324d44493dc212bd,"Kimbell Royalty Partners, LP",Oil & Energy,President And Chief Financial Officer,Yes,No,Yes,explicit icp terminology
2235,5ae4946ca6da98d37ea7f926,54a1393e69702d267a794c00,Hull & Knarr LLP,Financial Services,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2236,60ad71db908f930001a47424,54a1349a69702d352fae6700,Florida Healthcare Law Firm,Legal Services,Chief Executive Officer,No,Maybe,No,professional services without clear sourcing mandate
2241,66fc89550cbf900001624948,54a128b669702dc841f1fe00,Capital Business Solutions,Real Estate,Owner,Yes,Maybe,Yes,explicit icp terminology
2257,65181d4af4a266000192b02c,5e574e3ae7950300017e6be7,Moneda Invest,Oil & Energy,"Senior Vice President, Corporate Finance/project Finance/investment Banking",Yes,No,Yes,explicit icp terminology
2259,54c264b17468691639433b93,54a11e1269702d84c5db3d01,"Axley & Rode, LLP",Accounting,Audit Partner,Maybe,No,No,non-target industry
2260,60dd8fd23868c30001a1aa8f,6037ac775a4a2a00fd776ffa,CEG,Management Consulting,Partner,Yes,No,Yes,explicit icp terminology
2262,54a7ed9474686968294da357,54a23d8c74686930c266e718,"Shalik, Morris & Company, LLP",Accounting,Partner,Yes,No,No,professional services without clear sourcing mandate
2264,66ffb33cd359050001f40985,556cee02736964124fb85700,Kaleo Legal,Legal Services,Partner,No,Maybe,No,professional services without clear sourcing mandate
2267,5aaa065aa6da986c5ef2ab02,54a11d1369702d77c260fd00,Anaford,Law Practice,Partner,Yes,No,No,professional services without clear sourcing mandate
2270,66fc05c0a8fa13000139420b,54a1ab7374686945fae25b06,Pasquesi Sheppard LLC,Accounting,Partner,Yes,No,No,professional services without clear sourcing mandate
2271,66f2ca3c90c6650001ddc159,556df1fc7369641114fd1000,Founders Legal | Bekiares Eliezer LLP,Law Practice,"Co-founder, Managing Partner And Chair Of Corporate Dept.",No,Maybe,No,non-target industry
2274,60efba4aec676d0001db7081,5b85ee2d324d4470b30c23bc,CGL,Legal Services,Founding Partner,No,Maybe,No,non-target industry
2277,66fabe94540e840001e55ec8,54a1349169702d352f296300,"Shultz Huber & Associates, Inc.",Accounting,Managing Partner,Maybe,No,No,non-target industry
2278,66ff9f7a68ed1b0001a4b1f2,5569ec2173696425cbd0b700,BrightOrg Services,Management Consulting,Founder And CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2284,66f68677e89e94000113b5ed,54a244ad7468693cdd51831b,Experience On Demand,Management Consulting,Senior Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2285,54a424257468692fa23da72f,54a11d1d69702d88c45ddc00,"Haines, Isenbarger & Skiba LLC",Accounting,Managing Partner,Maybe,No,No,non-target industry
2290,6037611e7f32380001aca628,54a1284869702dc12800cb00,The Branford Group,Machinery,Partner/senior Vice President,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2295,66f814edae47ef0001775773,54a2112f7468693318edc309,Berman Fink Van Horn P.C.,Law Practice,"Attorney, Managing Partner",No,Maybe,No,non-target industry
2299,54a8293e74686968295f9963,62543c077b242700f5253752,AXCS,Financial Services,CEO / Co-founder,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
2305,66fccc727fbd810001cf5434,60fb8d6bafdb3e0001e0bd51,"SkyWorks Holdings, LLC",Airlines/aviation,Chief Executive Officer,Yes,No,Yes,explicit icp terminology
2309,54ec4f4e7468694311ecd27c,6332b82c39b82700ce764dab,Optimal Counsel LLP,Legal Services,Founding Partner,No,Maybe,No,professional services without clear sourcing mandate
2314,54a3b86d746869367694460d,54a134f169702d4255305c00,"Novinger, Ball & Zivi, P.C. (NBZ)",Accounting,Partner,Maybe,No,No,non-target industry
2315,651277970ca18200012735ac,54a1995174686949e7ff9f00,EGP PLLC Certified Public Accountants & Consultants,Accounting,Partner: Tax And Cas,Maybe,No,No,non-target industry
2316,66eb71ae62f5990001006e6c,5e57c46e2895460001c58a76,Microtech Ventures,Semiconductors,President And CEO,Yes,No,Yes,explicit icp terminology
2318,66f66ff7c09a28000152b520,54a1ac5e74686958601ada06,Kentner Sellers CPAs,Accounting,Tax Partner,Maybe,No,No,non-target industry
2322,5ac145dfa6da98cf215d50bf,5569aa8c73696425c02a7400,Tuscany Strategy Consulting,Education Management,Managing Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2323,59b957c09d7968796797681b,55f828e2f3e5bb052f00097c,El Toro Resources LLC,Oil & Energy,President And CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
2324,66f8a3a88dcef000015a4749,54a1289969702db878e50501,NewOak Capital,Financial Services,"Executive Chairman, Chief Investment Officer, Co-founder",Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
2325,675897fb82957d00017f680d,54a1170969702d3ec08d3600,"Brown, Udell, Pomerantz & Delrahim Ltd.",Legal Services,Managing Partner,Yes,Maybe,No,professional services without clear sourcing mandate
2327,66f56d857dcff00001fc3895,5fc8de17de97ab000150d2f2,SLB Capital Advisors,Real Estate,Managing Partner,Yes,No,Yes,explicit icp terminology
2330,54ec476474686943111ac375,54a11e6a69702d94a4094b01,Technology Commercialization Group (TCG),Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
2331,57d6b1e0a6da9854412feba4,55e7a324f3e5bb1eae0000ca,Hertz Herson CPA LLP,Accounting,Partner,Maybe,No,No,non-target industry
2339,5eab24cfb494e700019f1a80,6048b87567a348000123cb49,Legal Scale,Legal Services,Managing Partner,No,Maybe,No,professional services without clear sourcing mandate
